"ID" "Maternal_Parent" "Data_Set" "Delta_CT" "Delta_CT_OG" "Fes_to_Epi_Ratio" "Standard" "Alkaloid_Plate" "ng.g" "Extraction_Date" "Extractor" "Harvest_Date"
"314-2-34" "314" "961-1040" -9.639 -2.75 0.566474768372762 "First_combo" NA NA "05/15/23" "Darrian" "2/7/2023"
"314-2-35" "314" "1041-1120" -13.283 -4.68333333333333 0.502937544437376 "Second_combo" "11" 10109.391 "05/15/23" "Holly" "2/7/2023"
"314-2-4" "314" "1041-1120" -11.884 -3.23 0.532181238436405 "Second_combo" "7" 27608.989 "05/15/23" "Holly" "2/7/2023"
"314-2-40" "314" "1041-1120" -12.646 -3.7 0.524997182886977 "Second_combo" "11" 11644.946 "05/15/23" "Holly" "2/7/2023"
"314-2-45" "314" "1041-1120" -12.988 -4.23666666666666 0.512883021415445 "Second_combo" "11" 17049.764 "05/15/23" "Holly" "2/7/2023"
"314-2-48" "314" "1041-1120" -11.492 -3.07666666666666 0.533566036204237 "Second_combo" "11" 19141.041 "05/15/23" "Holly" "2/15/2023"
"314-2-5" "314" "1041-1120" -11.725 -2.87 0.541203631241196 "Second_combo" "7" 27428.262 "05/15/23" "Holly" "2/7/2023"
"314-2-6" "314" "1041-1120" -11.475 -2.63333333333333 0.546191568456854 "Second_combo" "8" 42000.558 "05/15/23" "Holly" "2/7/2023"
"314-2-7" "314" "1041-1120" -12.289 -3.67333333333333 0.522738747135811 "Second_combo" "8" 26708.493 "05/15/23" "Holly" "2/7/2023"
"314-2-9" "314" "1041-1120" -11.671 -3.34333333333333 0.527126129411288 "Second_combo" "8" 30733.73 "05/15/23" "Holly" "2/7/2023"
"314-3-1" "314" "1041-1120" -12.49 -3.91 0.517723376322496 "Second_combo" "12" 19262.184 "05/15/23" "Holly" "2/7/2023"
"314-3-10" "314" "1041-1120" -12.178 -3.75666666666667 0.519340069466372 "Second_combo" "13" 27426.773 "05/15/23" "Holly" "2/15/2023"
"314-3-11" "314" "1041-1120" -13.116 -4.88666666666666 0.495111247979059 "Second_combo" "13" 11434.286 "05/15/23" "Holly" "2/15/2023"
"314-3-14" "314" "1041-1120" -12.636 -4.11 0.513213652823792 "Second_combo" "14" 24594.043 "05/15/23" "Holly" "2/15/2023"
"314-3-16" "314" "1041-1120" -12.033 -3.81333333333333 0.516300196969088 "Second_combo" "14" 34699.172 "05/15/23" "Holly" "2/15/2023"
"314-3-17" "314" "1041-1120" -11.809 -3.49333333333333 0.523849844764324 "Second_combo" "14" 14664.843 "05/15/23" "Holly" "2/15/2023"
"314-3-18" "314" "1041-1120" -11.848 -3.65 0.519506853759429 "Second_combo" "14" 17824.696 "05/15/23" "Holly" "2/15/2023"
"314-3-19" "314" "1041-1120" -12.5 -4.31333333333333 0.505792116395841 "Second_combo" "15" 33155.962 "05/15/23" "Holly" "2/15/2023"
"314-3-2" "314" "1041-1120" -12.359 -4.31 0.504391065485022 "Second_combo" "12" 5398.804 "05/15/23" "Holly" "2/15/2023"
"314-3-20" "314" "1041-1120" -12.146 -4.06 0.509866429926153 "Second_combo" "15" 23067.554 "05/15/23" "Holly" "2/15/2023"
"314-3-21" "314" "1041-1120" -11.674 -3.46666666666667 0.5234713037799 "Second_combo" "15" 34191.454 "05/15/23" "Holly" "2/15/2023"
"314-3-23" "314" "1041-1120" -12.144 -3.36 0.530539662903974 "Second_combo" "15" 12713.105 "05/15/23" "Darrian" "2/15/2023"
"314-3-26" "314" "1041-1120" -12.569 -4.09 0.513169106824696 "Second_combo" "15" 16394.032 "05/15/23" "Darrian" "2/15/2023"
"314-3-3" "314" "1041-1120" -11.082 -2.58666666666667 0.54492444152431 "Second_combo" "12" 18248.455 "05/15/23" "Darrian" "2/15/2023"
"314-3-30" "314" "1041-1120" -12.554 -4.09333333333333 0.512938894277401 "Second_combo" "16" 11763.258 "05/15/23" "Darrian" "2/21/2023"
"314-3-37" "314" "1041-1120" -12.256 -3.73 0.520800750703785 "Second_combo" "16" 28580.294 "05/15/23" "Darrian" "2/21/2023"
"314-3-38" "314" "1041-1120" -11.924 -3.4 0.527575277337559 "Second_combo" "16" 26098.006 "05/15/23" "Darrian" "2/21/2023"
"314-3-39" "314" "1041-1120" -12.118 -3.96666666666667 0.512491451100294 "Second_combo" "16" 17819.685 "05/15/23" "Darrian" "2/21/2023"
"314-3-4" "314" "1041-1120" -11.837 -3.64666666666666 0.519485264268897 "Second_combo" "12" 25515.762 "05/15/23" "Darrian" "2/21/2023"
"314-3-42" "314" "1041-1120" -11.833 -3.57666666666667 0.52158971456295 "Second_combo" "16" 12526.225 "05/15/23" "Darrian" "2/21/2023"
"314-3-43" "314" "1041-1120" -10.972 -2.6 0.543764813505759 "Second_combo" "17" 24816.199 "05/15/23" "Darrian" "2/21/2023"
"314-3-45" "314" "1041-1120" -12.246 -3.60666666666667 0.524334822295591 "Second_combo" "17" 18469.663 "05/15/23" "Darrian" "2/21/2023"
"314-3-47" "314" "1041-1120" -12.052 -3.50333333333334 0.525679877208863 "Second_combo" "17" 11090.292 "05/15/23" "Darrian" "2/21/2023"
"314-3-48" "314" "1041-1120" -12.159 -3.73333333333333 0.51984362042412 "Second_combo" "17" 32001.322 "05/15/23" "Darrian" "2/21/2023"
"314-3-49" "314" "1041-1120" -13.375 -5.02666666666667 0.493831365425371 "Second_combo" "17" 30715.386 "05/15/23" "Darrian" "2/21/2023"
"314-3-7" "314" "1041-1120" -12.226 -3.78333333333333 0.519021204610724 "Second_combo" "13" 30338.874 "05/15/23" "Darrian" "2/21/2023"
"314-3-8" "314" "1041-1120" -12.565 -4.19666666666667 0.509983620622416 "Second_combo" "13" 12884.565 "05/15/23" "Darrian" "2/21/2023"
"314-4-1" "314" "1041-1120" -12.711 -4.19 0.511585014409222 "Second_combo" "17" 10858.495 "05/15/23" "Darrian" "2/21/2023"
"314-4-10" "314" "1041-1120" -12.44 -3.79666666666667 0.520524185777607 "Second_combo" "18" 13209.568 "05/15/23" "Darrian" "2/23/2023"
"314-4-12" "314" "1041-1120" -12.122 -3.95333333333334 0.512918391127898 "Second_combo" "19" 27908.742 "05/15/23" "Darrian" "2/23/2023"
"314-4-14" "314" "1041-1120" -11.223 -2.72 0.542011834319527 "Second_combo" "19" 28840.406 "05/15/23" "Darrian" "2/23/2023"
"314-4-15" "314" "1041-1120" -11.999 -3.62 0.521761658031088 "Second_combo" "19" 10173.711 "05/15/23" "Holly" "2/23/2023"
"314-4-2" "314" "1041-1120" -11.858 -3.34333333333333 0.528696343402226 "Second_combo" "18" 17810.347 "05/15/23" "Holly" "2/23/2023"
"314-4-21" "314" "1041-1120" -10.461 -2.26 0.550470542735594 "Second_combo" "19" 15259.872 "05/15/23" "Holly" "2/23/2023"
"314-4-22" "314" "1041-1120" -11.569 -3.09666666666666 0.533583293017255 "Second_combo" "19" 17041.836 "05/15/23" "Holly" "2/23/2023"
"314-4-28" "314" "1041-1120" -10.756 -2.40333333333333 0.548124186026971 "Second_combo" NA NA "05/15/23" "Holly" "2/23/2023"
"314-4-30" "314" "1041-1120" -11.953 -3.33666666666667 0.529650179042223 "Second_combo" "19" 20000.791 "05/15/23" "Holly" "2/23/2023"
"314-4-31" "314" "1041-1120" -13.489 -4.7 0.504536271808999 "Second_combo" "19" 11823.86 "05/15/23" "Holly" "2/23/2023"
"314-4-32" "314" "1041-1120" -11.774 -3.43333333333333 0.525375901963156 "Second_combo" "19" 16701.711 "05/15/23" "Holly" "2/23/2023"
"314-4-34" "314" "1041-1120" -11.685 -2.83333333333333 0.541980244590781 "Second_combo" NA NA "05/15/23" "Holly" "2/23/2023"
"314-4-35" "314" NA NA NA NA NA "20" 22507.302 NA NA "2/23/2023"
"314-4-37" "314" "1041-1120" -12.024 -3.43333333333333 0.52746993633577 "Second_combo" "20" 30083.778 "05/15/23" "Holly" "2/23/2023"
"314-4-4" "314" "1041-1120" -12.139 -3.49333333333333 0.526670825859783 "Second_combo" "18" 5146.119 "05/15/23" "Holly" "2/23/2023"
"314-4-40" "314" NA NA NA NA NA "20" 16632.65 "05/15/23" "Holly" "2/23/2023"
"314-4-42" "314" "1041-1120" -12.252 -3.81 0.518453012616437 "Second_combo" "20" 17801.23 "05/15/23" "Holly" "2/23/2023"
"314-4-44" "314" "1041-1120" -13.002 -4.50333333333333 0.505326434332674 "Second_combo" "20" 15434.73 "05/15/23" "Holly" "2/23/2023"
"314-4-45" "314" "1041-1120" -12.062 -3.71666666666667 0.519499661395052 "Second_combo" "20" 16794.718 "05/15/23" "Holly" "2/23/2023"
"314-4-48" "314" "1041-1120" -12.184 -3.84666666666667 0.516757228413913 "Second_combo" "20" 16064.094 "05/15/23" "Holly" "2/15/2023"
"314-4-6" "314" "1041-1120" -11.477 -2.76666666666667 0.54243910218076 "Second_combo" "18" 30713.294 "05/15/23" "Holly" "2/23/2023"
"314-4-7" "314" "1041-1120" -9.315 -0.153333333333332 0.605580725748401 "Second_combo" "18" 28411.89 "05/15/23" "Holly" "2/23/2023"
"314-4-8" "314" "1041-1120" -12.563 -4.07 0.513721695374492 "Second_combo" "18" 8404.542 "05/15/23" "Holly" "2/23/2023"
"314-5-1" "314" "1041-1120" -13.327 -4.9 0.497037400460429 "Second_combo" "20" 23750.221 "05/15/23" "Holly" "2/15/2023"
"314-5-10" "314" "1041-1120" -12.003 -3.41333333333333 0.52786846556268 "Second_combo" "20" 14837.866 "05/15/23" "Darrian" "2/23/2023"
"314-5-12" "314" "1041-1120" -11.332 -2.74 0.542215399531389 "Second_combo" "20" 14029.61 "05/15/23" "Darrian" "2/7/2023"
"314-5-13" "314" NA NA NA NA NA "21" 30709 NA NA "2/7/2023"
"314-5-14" "314" "1041-1120" -12.038 -3.74666666666667 0.51836440745779 "Second_combo" "21" 24849 "05/15/23" "Darrian" "2/7/2023"
"314-5-2" "314" NA NA NA NA NA "20" 25181.606 NA NA "2/15/2023"
"314-5-22" "314" "1041-1120" -12.275 -3.75333333333333 0.520301692133339 "Second_combo" "21" 23253 "05/15/23" "Darrian" "2/7/2023"
"314-5-25" "314" "1041-1120" -12.435 -3.55333333333333 0.527383983885067 "Second_combo" "21" 15889 "05/15/23" "Darrian" "2/7/2023"
"314-5-27" "314" "1041-1120" -12.083 -3.56333333333333 0.524160201630371 "Second_combo" "21" 26646.591 "05/15/23" "Darrian" "2/7/2023"
"314-5-29" "314" "1041-1120" -11.558 -3.07333333333333 0.534214556298864 "Second_combo" "21" 28047 "05/15/23" "Darrian" "2/7/2023"
"314-5-30" "314" "1041-1120" -11.828 -3.41666666666667 0.526311573888666 "Second_combo" NA NA "05/15/23" "Darrian" "2/7/2023"
"314-5-33" "314" "1041-1120" -12.02 -3.7 0.519584332533973 "Second_combo" "21" 19479 "05/15/23" "Darrian" "2/7/2023"
"314-5-35" "314" "1041-1120" -11.478 -2.53666666666667 0.548873953543214 "Second_combo" "21" 9361 "05/15/23" "Darrian" "2/7/2023"
"314-5-38" "314" "1041-1120" -12.422 -3.59 0.526257579802448 "Second_combo" "21" 21438 "05/15/23" "Darrian" "2/7/2023"
"314-5-41" "314" "1041-1120" -12.8 -4.04 0.516744063125307 "Second_combo" "21" 19388 "05/15/23" "Darrian" "2/7/2023"
"314-5-42" "314" "1041-1120" -12.753 -4.07333333333333 0.515408291218604 "Second_combo" "21" 16856 "05/15/23" "Darrian" "2/7/2023"
"314-5-44" "314" "1041-1120" -11.61 -3.16333333333333 0.531986939170395 "Second_combo" "21" 28621 "05/15/23" "Darrian" "2/7/2023"
"314-5-45" "314" "1041-1120" -10.351 -1.50333333333333 0.571670942646694 "Second_combo" "21" 26643 "05/15/23" "Darrian" "2/7/2023"
"314-5-47" "314" "1041-1120" -11.744 -3.17 0.532800254604766 "Second_combo" "21" 8533 "05/15/23" "Darrian" "2/7/2023"
"314-5-48" "314" "1041-1120" -11.616 -2.91333333333333 0.539230464101547 "Second_combo" "22" 17304 "05/15/23" "Darrian" "2/7/2023"
"314-5-49" "314" "1041-1120" -12.472 -4.05666666666667 0.513230817266412 "Second_combo" "22" 23280 "05/15/23" "Darrian" "2/7/2023"
"315" "315" "315x320" -5.957 -2.62333333333333 0.702744510978044 "Pre_combo" "23" 23769.759 "03/16/23" "Darrian" "2/27/2023"
"315-1-10" "315" "1041-1120" -13.122 -4.48 0.507191948022684 "Second_combo" "1" 9757.58 "05/15/23" "Darrian" "2/7/2023"
"315-1-14" "315" "1121-1200" -16.033 -3.81 0.356621187800963 "Second_combo" "1" 13194.998 "05/16/23" "Holly" "2/7/2023"
"315-1-17" "315" "315x320" -5.367 -0.993333333333332 0.757314040244178 "Pre_combo" "23" 17912.261 "03/16/23" "Darrian" "2/7/2023"
"315-1-18" "315" "315x320" -6.776 -2.17666666666667 0.730993687720831 "Pre_combo" "23" 16582.508 "03/16/23" "Darrian" "2/7/2023"
"315-1-20" "315" "1121-1200" -16.424 -3.91 0.35650197860753 "Second_combo" "2" 11295.569 "05/16/23" "Holly" "2/16/2023"
"315-1-21" "315" "1121-1200" -15.501 -3.38666666666667 0.362046258951354 "Second_combo" "2" 25511.115 "05/16/23" "Holly" "2/16/2023"
"315-1-22" "315" "315x320" -8.17 -4.48666666666666 0.671267050255502 "Pre_combo" "23" 15851.351 "03/16/23" "Darrian" "2/16/2023"
"315-1-23" "315" "1121-1200" -15.65 -3.55333333333333 0.359630099431237 "Second_combo" "2" 29147.373 "05/16/23" "Holly" "2/16/2023"
"315-1-28" "315" "1121-1200" -16.07 -4.09 0.351780888225566 "Second_combo" "2" 22949.297 "05/16/23" "Holly" "2/16/2023"
"315-1-3" "315" "1121-1200" -15.526 -3.08 0.367679400505009 "Second_combo" "1" 15749.002 "05/16/23" "Holly" "2/16/2023"
"315-1-33" "315" "315x320" -6.425 -2.91666666666667 0.699147780483236 "Pre_combo" "23" 12166.29 "03/16/23" "Darrian" "2/16/2023"
"315-1-36" "315" "1121-1200" -15.711 -3.72333333333334 0.356791943011545 "Second_combo" "3" 23889.964 "05/16/23" "Holly" "2/16/2023"
"315-1-37" "315" "315x320" -6.939 -3.83333333333334 0.670215293949907 "Pre_combo" "23" 17052.058 "03/16/23" "Darrian" "2/16/2023"
"315-1-38" "315" "1121-1200" -15.465 -3.56333333333333 0.358697905867717 "Second_combo" "3" 14228.054 "05/16/23" "Holly" "2/16/2023"
"315-1-39" "315" "1121-1200" -14.39 -2.51333333333333 0.374157352237638 "Second_combo" "3" 37988.185 "05/16/23" "Holly" "2/16/2023"
"315-1-42" "315" "1121-1200" -15.23 -3.83666666666667 0.352521044128901 "Second_combo" "3" 12876.453 "05/16/23" "Holly" "2/16/2023"
"315-1-43" "315" "1121-1200" -15.923 -4.14333333333333 0.350081632653061 "Second_combo" "4" 10889.992 "05/16/23" "Holly" "2/16/2023"
"315-1-44" "315" "1121-1200" -16.428 -4.20666666666667 0.351287316379719 "Second_combo" "4" 23153.341 "05/16/23" "Holly" "2/16/2023"
"315-1-45" "315" "315x320" -7.297 -2.79 0.717203425958222 "Pre_combo" "23" 18450.732 "03/16/23" "Darrian" "2/16/2023"
"315-1-48" "315" "315x320" -7.254 -3.40333333333333 0.695043511161559 "Pre_combo" "23" 16065.177 "03/16/23" "Darrian" "2/16/2023"
"315-1-49" "315" "315x320" -6.412 -2.28333333333333 0.72329866655159 "Pre_combo" "23" 15470.896 "03/16/23" "Darrian" "2/16/2023"
"315-1-5" "315" "315x320" -6.421 -3.06333333333333 0.692863292834593 "Pre_combo" "23" 16000.841 "03/16/23" "Darrian" "2/16/2023"
"315-1-6" "315" "315x320" -6.717 -2.41666666666667 0.72242654655151 "Pre_combo" "23" 9855.123 "03/16/23" "Darrian" "2/16/2023"
"315-1-7" "315" "1121-1200" -16.025 -4.06333333333334 0.352027819336056 "Second_combo" "1" 19593.165 "05/16/23" "Holly" "2/16/2023"
"315-1-8" "315" "1121-1200" -15.39 -3.86666666666666 0.352681388012618 "Second_combo" "23" 15260.659 "05/16/23" "Holly" "2/16/2023"
"315-1-8" "315" "1121-1200" -15.39 -3.86666666666666 0.352681388012618 "Second_combo" "23" 15260.659 "03/16/23" "Darrian" "2/16/2023"
"315-1-8" "315" "315x320" -6.853 -2.06333333333333 0.735241848246021 "Pre_combo" "23" 15260.659 "05/16/23" "Holly" "2/16/2023"
"315-1-8" "315" "315x320" -6.853 -2.06333333333333 0.735241848246021 "Pre_combo" "23" 15260.659 "03/16/23" "Darrian" "2/16/2023"
"315-2-1" "315" "1121-1200" -17.187 -5.31666666666667 0.335434227824608 "Second_combo" "4" 27556.427 "05/16/23" "Holly" "2/16/2023"
"315-2-10" "315" "1121-1200" -17.812 -5.48 0.335967790038771 "Second_combo" "5" 12381.574 "05/16/23" "Holly" "2/16/2023"
"315-2-11" "315" "315x320" -6.834 -2.83666666666667 0.709216236916007 "Pre_combo" "23" 23883.359 "03/16/23" "Darrian" "2/16/2023"
"315-2-14" "315" "315x320" -6.114 -2.11 0.725805004933178 "Pre_combo" "23" 18143.929 "03/16/23" "Darrian" "2/16/2023"
"315-2-15" "315" "1121-1200" -15.67 -3.79333333333333 0.355329740403999 "Second_combo" "5" 16622.091 "05/16/23" "Holly" "2/16/2023"
"315-2-16" "315" "1121-1200" -15.393 -3.41 0.361180278884462 "Second_combo" "5" 42510.994 "05/16/23" "Holly" "2/21/2023"
"315-2-19" "315" "315x320" -6.113 -2.68333333333333 0.703122723519984 "Pre_combo" "23" 16064.362 "03/16/23" "Darrian" "2/21/2023"
"315-2-20" "315" "1121-1200" -15.43 -3.49 0.359883841526654 "Second_combo" "5" 32886.03 "05/16/23" "Holly" "2/21/2023"
"315-2-21" "315" "315x320" -6.738 -2.69333333333334 0.713032367972743 "Pre_combo" "23" 19472.722 "03/16/23" "Darrian" "2/21/2023"
"315-2-22" "315" "315x320" -5.553 -1.91666666666667 0.725737146243888 "Pre_combo" "23" 12723.39 "03/16/23" "Darrian" "2/21/2023"
"315-2-23" "315" "1121-1200" -15.702 -3.86333333333333 0.354199226782923 "Second_combo" "6" 30395.578 "05/16/23" "Holly" "2/21/2023"
"315-2-24" "315" "315x320" -7.097 -4 0.66658836794137 "Pre_combo" "23" 11874.983 "03/16/23" "Darrian" "2/21/2023"
"315-2-26" "315" "1121-1200" -17.843 -5.26333333333334 0.339783911788648 "Second_combo" "6" 29043.845 "05/16/23" "Darrian" "2/21/2023"
"315-2-27" "315" "315x320" -6.472 -2.27 0.724490230300966 "Pre_combo" "23" 21770.547 "03/16/23" "Darrian" "2/21/2023"
"315-2-31" "315" "315x320" -6.65 -3.54333333333333 0.676414773003747 "Pre_combo" "23" 14930.605 "03/16/23" "Darrian" "2/21/2023"
"315-2-34" "315" "315x320" -6.898 -3.77333333333333 0.671992391821208 "Pre_combo" "23" 17361.921 "03/16/23" "Darrian" "2/21/2023"
"315-2-36" "315" "1121-1200" -16.208 -4.21333333333333 0.350172399967926 "Second_combo" "6" 11854.64 "05/16/23" "Darrian" "2/9/2023"
"315-2-37" "315" "1121-1200" -16.578 -4.41333333333333 0.348323440386808 "Second_combo" "6" 20516.348 "05/16/23" "Darrian" "2/9/2023"
"315-2-38" "315" "1121-1200" -17.168 -5.18 0.337730972495467 "Second_combo" "7" 28675.765 "05/16/23" "Darrian" "2/9/2023"
"315-2-41" "315" "315x320" -6.237 -1.97666666666667 0.731937937851893 "Pre_combo" "23" 13904.399 "03/16/23" "Darrian" "2/9/2023"
"315-2-43" "315" "315x320" -5.167 -1.24 0.747322607462468 "Pre_combo" "23" 10246.855 "03/16/23" "Darrian" "2/9/2023"
"315-2-45" "315" "1121-1200" -15.874 -3.63333333333333 0.359118252654528 "Second_combo" "7" 20529.883 "05/16/23" "Darrian" "2/9/2023"
"315-2-46" "315" "315x320" -7.462 -3.46333333333333 0.696432203734592 "Pre_combo" "23" 7969.653 "03/16/23" "Darrian" "2/9/2023"
"315-2-48" "315" "1121-1200" -15.858 -3.22 0.36633900743227 "Second_combo" "7" 38039.294 "05/16/23" "Darrian" "2/15/2023"
"315-2-5" "315" "315x320" -6.672 -2.62333333333333 0.714603473351014 "Pre_combo" "23" 20559.156 "03/16/23" "Darrian" "2/9/2023"
"315-2-6" "315" "315x320" -7.207 -3.33333333333334 0.696840954023472 "Pre_combo" "23" 7813.075 "03/16/23" "Darrian" "2/9/2023"
"315-2-7" "315" "315x320" -6.028 -1.26333333333333 0.752981190837192 "Pre_combo" "4" 12886.406 "03/16/23" "Darrian" "2/9/2023"
"315-2-9" "315" "315x320" -6.265 -1.98333333333333 0.731978609625668 "Pre_combo" "23" 15027.425 "03/16/23" "Darrian" "2/9/2023"
"315-3-1" "315" "315x320" -4.602 0.390000000000001 0.796776330315743 "Pre_combo" "23" 7832.382 "03/16/23" "Darrian" "2/9/2023"
"315-3-13" "315" "315x320" -6.788 -2.53333333333333 0.719364974367455 "Pre_combo" "23" 6892.987 "03/16/23" "Darrian" "2/7/2023"
"315-3-14" "315" "1121-1200" -14.931 -2.42 0.377537832992871 "Second_combo" "8" 13639.451 "05/16/23" "Darrian" "2/7/2023"
"315-3-15" "315" "1121-1200" -15.631 -3.16 0.36662749706228 "Second_combo" NA NA "05/16/23" "Darrian" "2/7/2023"
"315-3-16" "315" "1121-1200" -15.937 -3.64666666666667 0.359136239343735 "Second_combo" "8" 14544.075 "05/16/23" "Darrian" "2/7/2023"
"315-3-18" "315" "315x320" -4.762 -0.886666666666667 0.757115168825869 "Pre_combo" "23" 7885.221 "03/16/23" "Darrian" "2/7/2023"
"315-3-19" "315" "315x320" -6.495 -2.10333333333333 0.730453187250996 "Pre_combo" "23" 5496.36 "03/16/23" "Darrian" "2/7/2023"
"315-3-2" "315" "315x320" -6.053 -1.64 0.741346893427912 "Pre_combo" "23" 18624.925 "03/16/23" "Darrian" "2/7/2023"
"315-3-22" "315" "315x320" -7.333 -2.65 0.722098002804411 "Pre_combo" "23" 8094.745 "03/16/23" "Darrian" "2/7/2023"
"315-3-23" "315" "1121-1200" -15.641 -3.12666666666667 0.36722226717372 "Second_combo" "9" 9474.549 "05/16/23" "Darrian" "2/7/2023"
"315-3-27" "315" "1121-1200" -16.24 -3.39333333333333 0.36473165388828 "Second_combo" "9" 11629.683 "05/16/23" "Darrian" "2/7/2023"
"315-3-33" "315" "315x320" -7.661 -3.33666666666666 0.704025652912996 "Pre_combo" "23" 6781.771 "03/16/23" "Darrian" "2/7/2023"
"315-3-37" "315" "1121-1200" -15.832 -3.72333333333333 0.357311033530892 "Second_combo" "9" 19666.838 "05/16/23" "Darrian" "2/7/2023"
"315-3-39" "315" "1121-1200" -16.225 -4.10666666666667 0.352166101018167 "Second_combo" "9" 18805.103 "05/16/23" "Darrian" "2/7/2023"
"315-3-4" "315" "1121-1200" -14.544 -2.35 0.377690299944376 "Second_combo" "7" 28407.383 "05/16/23" "Darrian" "2/13/2023"
"315-3-40" "315" "315x320" -7.013 -2.91 0.709281598474485 "Pre_combo" "23" 14986.17 "03/16/23" "Darrian" "2/13/2023"
"315-3-41" "315" "1121-1200" -15.274 -3.53333333333333 0.358423992943252 "Second_combo" "10" 22358.22 "05/16/23" "Darrian" "2/13/2023"
"315-3-43" "315" NA NA NA NA NA "10" 37670.692 "05/16/23" "Darrian" "2/13/2023"
"315-3-44" "315" "315x320" -6.872 -3.62333333333333 0.67817168547745 "Pre_combo" "23" 6462.572 "03/16/23" "Darrian" "2/13/2023"
"315-3-45" "315" "1121-1200" -17.101 -4.95 0.341458718422674 "Second_combo" NA NA "05/16/23" "Darrian" "2/13/2023"
"315-3-46" "315" "1121-1200" -16.063 -4.02 0.353002779232287 "Second_combo" "10" 17319.204 "05/16/23" "Darrian" "2/13/2023"
"315-3-49" "315" "1121-1200" -15.439 -3.33666666666667 0.362735790646799 "Second_combo" "10" 31892.677 "05/16/23" "Darrian" "2/13/2023"
"315-3-6" "315" "315x320" -6.401 -2.98333333333333 0.695900042757376 "Pre_combo" "23" 7024.893 "03/16/23" "Darrian" "2/13/2023"
"315-3-7" "315" "1121-1200" -16.586 -4.62 0.344711785389752 "Second_combo" "8" 34173.121 "05/16/23" "Darrian" "2/13/2023"
"315-3-8" "315" "315x320" -6.879 -3.61 0.678866532841604 "Pre_combo" "23" 10319.855 "03/16/23" "Darrian" "2/13/2023"
"315-3-9" "315" "1121-1200" -15.845 -3.65 0.358709729642221 "Second_combo" "8" 35050.036 "05/16/23" "Holly" "2/13/2023"
"315-4-11" "315" "1121-1200" -16.425 -3.65333333333333 0.360944673566259 "Second_combo" "11" 21887.503 "05/16/23" "Holly" "2/22/2023"
"315-4-13" "315" "315x320" -6.172 -2.75333333333333 0.701244009874631 "Pre_combo" "23" 18315.105 "03/16/23" "Darrian" "2/22/2023"
"315-4-21" "315" "1121-1200" -15.151 -3.03666666666667 0.367099711767409 "Second_combo" "11" 19936.012 "05/16/23" "Holly" "2/22/2023"
"315-4-25" "315" NA NA NA NA NA "12" 19360.729 NA NA "2/22/2023"
"315-4-26" "315" "315x320" -6.709 -2.42333333333334 0.722137088424104 "Pre_combo" "23" 18738.939 "03/16/23" "Darrian" "2/22/2023"
"315-4-27" "315" "1121-1200" -16.105 -3.79666666666667 0.357188472898539 "Second_combo" "12" 16486.775 "05/16/23" "Holly" "2/22/2023"
"315-4-28" "315" "315x320" -6.249 -2.86 0.698145106752971 "Pre_combo" "23" 22714.047 "03/16/23" "Darrian" "2/22/2023"
"315-4-29" "315" "1121-1200" -16.157 -4.13333333333334 0.351384985949418 "Second_combo" "12" 11767.341 "05/16/23" "Holly" "2/22/2023"
"315-4-30" "315" "1121-1200" -16.226 -4.17333333333334 0.35096 "Second_combo" "12" 15276.91 "05/16/23" "Holly" "2/22/2023"
"315-4-34" "315" "1121-1200" -15.499 -3.32666666666667 0.363124589086128 "Second_combo" "13" 13145.869 "05/16/23" "Holly" "2/22/2023"
"315-4-36" "315" "315x320" -6.071 -2.74666666666667 0.699589291899649 "Pre_combo" "23" 9876.21 "03/16/23" "Darrian" "2/22/2023"
"315-4-39" "315" NA NA NA NA NA "23" 24176.6 NA NA "2/22/2023"
"315-4-4" "315" "1121-1200" -14.988 -2.60333333333333 0.374405209115953 "Second_combo" "11" 25256.98 "05/16/23" "Holly" "2/22/2023"
"315-4-40" "315" "315x320" -5.544 -1.96666666666667 0.723601555489082 "Pre_combo" "23" 21902.214 "03/16/23" "Darrian" "2/22/2023"
"315-4-42" "315" "315x320" -5.381 -1.76666666666667 0.729448438835537 "Pre_combo" "23" 20728.929 "03/16/23" "Darrian" "2/13/2023"
"315-4-45" "315" "1121-1200" -16.273 -3.48666666666666 0.363216591665036 "Second_combo" "13" 17810.348 "05/16/23" "Holly" "2/13/2023"
"315-4-46" "315" NA NA NA NA NA "13" 15216.958 "05/16/23" "Holly" "2/13/2023"
"315-4-48" "315" "1121-1200" -16.063 -3.59666666666667 0.360523906206457 "Second_combo" "13" 13533.62 "05/16/23" "Holly" "2/21/2023"
"315-4-49" "315" "315x320" -6.326 -3.01333333333333 0.693031832298137 "Pre_combo" "23" 17188.883 "03/16/23" "Darrian" "2/15/2023"
"315-4-5" "315" "315x320" -6.894 -2.74 0.713585375986705 "Pre_combo" "23" 20482.564 "03/16/23" "Darrian" "2/13/2023"
"315-4-6" "315" "1121-1200" -16.03 -3.59 0.360513822954482 "Second_combo" "11" 24271.306 "05/16/23" "Holly" "2/13/2023"
"315-4-7" "315" "315x320" -6.826 -3.66333333333333 0.675246205813788 "Pre_combo" "23" 24107.145 "03/16/23" "Darrian" "2/13/2023"
"315-5-10" "315" "315x320" -6.858 -3.24 0.694139684238694 "Pre_combo" "23" 12572.385 "03/16/23" "Darrian" "2/13/2023"
"315-5-15" "315" "1121-1200" -16.04 -3.37666666666667 0.364274107249019 "Second_combo" "14" 37867.473 "05/16/23" "Holly" "2/13/2023"
