<Phenotype>
taxa	data	data	data	data
Taxa	Delta_CT	Data_Set	Standard	Maternal_Parent
301-1-41	19.235	1-80	First_combo	301
301-5-20	16.938	1-80	First_combo	301
301-4-25	17.558	1-80	First_combo	301
301-4-20	18.517	1-80	First_combo	301
301-1-27	20.247	1-80	First_combo	301
301-2-40	18.832	1-80	First_combo	301
302-1-41	19.561	1-80	First_combo	302
301-1-35	18.723	1-80	First_combo	301
301-4-28	18.466	1-80	First_combo	301
301-4-32	18.487	1-80	First_combo	301
301-1-47	17.229	1-80	First_combo	301
301-5-22	16.962	1-80	First_combo	301
301-4-38	18.76	1-80	First_combo	301
301-3-44	18.507	1-80	First_combo	301
301-1-28	18.829	1-80	First_combo	301
301-2-30	17.868	1-80	First_combo	301
301-2-37	15.741	1-80	First_combo	301
301-1-39	18.006	1-80	First_combo	301
301-1-38	18.236	1-80	First_combo	301
301-5-10	16.721	1-80	First_combo	301
302-1-44	16.451	1-80	First_combo	302
301-2-49	18.67	1-80	First_combo	301
302-1-45	17.223	1-80	First_combo	302
301-4-26	17.523	1-80	First_combo	301
301-1-21	17.469	1-80	First_combo	301
301-5-41	17.015	1-80	First_combo	301
301-4-35	17.209	1-80	First_combo	301
301-4-41	15.613	1-80	First_combo	301
302-1-28	17.778	1-80	First_combo	302
301-4-46	18.017	1-80	First_combo	301
301-1-30	16.416	1-80	First_combo	301
301-2-39	17.926	1-80	First_combo	301
302-1-16	18.086	1-80	First_combo	302
301-1-40	17.873	1-80	First_combo	301
301-4-19	18.072	1-80	First_combo	301
301-5-21	18.938	1-80	First_combo	301
301-3-31	19.531	1-80	First_combo	301
301-1-43	19.861	1-80	First_combo	301
301-1-19	17.757	1-80	First_combo	301
301-5-31	18.076	1-80	First_combo	301
302-1-26	16.447	1-80	First_combo	302
301-4-37	17.57	1-80	First_combo	301
301-2-35	17.136	1-80	First_combo	301
301-5-6	15.965	1-80	First_combo	301
301-4-13	17.769	1-80	First_combo	301
301-4-14	17.365	1-80	First_combo	301
301-4-18	17.525	1-80	First_combo	301
301-5-19	18.945	1-80	First_combo	301
301-2-41	19.839	1-80	First_combo	301
302-1-17	19.145	1-80	First_combo	302
301-1-44	16.454	1-80	First_combo	301
301-5-32	17.477	1-80	First_combo	301
302-1-22	19.555	1-80	First_combo	302
302-1-21	17.961	1-80	First_combo	302
301-5-42	17.746	1-80	First_combo	301
301-1-48	17.948	1-80	First_combo	301
301-2-20	17.651	1-80	First_combo	301
301-4-43	20.295	1-80	First_combo	301
301-2-36	19.667	1-80	First_combo	301
302-1-33	20.779	1-80	First_combo	302
302-1-12	20.042	1-80	First_combo	302
302-1-40	19.746	1-80	First_combo	302
301-3-34	18.656	1-80	First_combo	301
301-3-40	16.874	1-80	First_combo	301
301-5-27	16.166	1-80	First_combo	301
301-1-15	17.926	1-80	First_combo	301
301-3-45	17.962	1-80	First_combo	301
302-1-3	16.465	1-80	First_combo	302
302-1-23	18.696	1-80	First_combo	302
302-1-39	20.59	1-80	First_combo	302
301-5-28	18.018	1-80	First_combo	301
301-2-8	17.706	1-80	First_combo	301
301-5-7	20.405	1-80	First_combo	301
302-1-25	17.773	1-80	First_combo	302
301-3-37	18.326	1-80	First_combo	301
302-1-18	16.389	1-80	First_combo	302
302-1-20	17.065	1-80	First_combo	302
314-3-43	10.972	1041-1120	Second_combo	314
314-4-1	12.711	1041-1120	Second_combo	314
314-2-6	11.475	1041-1120	Second_combo	314
314-3-47	12.052	1041-1120	Second_combo	314
314-5-14	12.038	1041-1120	Second_combo	314
314-2-48	11.492	1041-1120	Second_combo	314
314-4-22	11.569	1041-1120	Second_combo	314
314-5-12	11.332	1041-1120	Second_combo	314
314-4-28	10.756	1041-1120	Second_combo	314
314-3-18	11.848	1041-1120	Second_combo	314
314-3-26	12.569	1041-1120	Second_combo	314
314-2-35	13.283	1041-1120	Second_combo	314
314-5-45	10.351	1041-1120	Second_combo	314
314-5-41	12.8	1041-1120	Second_combo	314
314-5-33	12.02	1041-1120	Second_combo	314
314-3-42	11.833	1041-1120	Second_combo	314
314-5-27	12.083	1041-1120	Second_combo	314
314-3-8	12.565	1041-1120	Second_combo	314
314-3-37	12.256	1041-1120	Second_combo	314
314-3-23	12.144	1041-1120	Second_combo	314
314-4-21	10.461	1041-1120	Second_combo	314
314-3-45	12.246	1041-1120	Second_combo	314
314-2-45	12.988	1041-1120	Second_combo	314
314-3-38	11.924	1041-1120	Second_combo	314
314-3-49	13.375	1041-1120	Second_combo	314
314-3-21	11.674	1041-1120	Second_combo	314
314-2-7	12.289	1041-1120	Second_combo	314
314-2-4	11.884	1041-1120	Second_combo	314
314-5-25	12.435	1041-1120	Second_combo	314
314-4-12	12.122	1041-1120	Second_combo	314
314-4-15	11.999	1041-1120	Second_combo	314
314-5-48	11.616	1041-1120	Second_combo	314
314-3-16	12.033	1041-1120	Second_combo	314
314-5-30	11.828	1041-1120	Second_combo	314
314-2-40	12.646	1041-1120	Second_combo	314
314-3-19	12.5	1041-1120	Second_combo	314
314-4-31	13.489	1041-1120	Second_combo	314
314-2-5	11.725	1041-1120	Second_combo	314
314-3-48	12.159	1041-1120	Second_combo	314
314-5-10	12.003	1041-1120	Second_combo	314
314-3-7	12.226	1041-1120	Second_combo	314
314-3-30	12.554	1041-1120	Second_combo	314
314-5-22	12.275	1041-1120	Second_combo	314
314	12.228	1041-1120	Second_combo	314
314-3-17	11.809	1041-1120	Second_combo	314
314-3-4	11.837	1041-1120	Second_combo	314
314-4-45	12.062	1041-1120	Second_combo	314
314-5-35	11.478	1041-1120	Second_combo	314
314-5-38	12.422	1041-1120	Second_combo	314
314-4-7	9.315	1041-1120	Second_combo	314
314-5-42	12.753	1041-1120	Second_combo	314
314-4-30	11.953	1041-1120	Second_combo	314
314-5-44	11.61	1041-1120	Second_combo	314
314-4-32	11.774	1041-1120	Second_combo	314
314-2-9	11.671	1041-1120	Second_combo	314
314-5-49	12.472	1041-1120	Second_combo	314
315-1-10	13.122	1041-1120	Second_combo	315
314-4-14	11.223	1041-1120	Second_combo	314
314-3-14	12.636	1041-1120	Second_combo	314
314-3-39	12.118	1041-1120	Second_combo	314
314-4-2	11.858	1041-1120	Second_combo	314
314-4-48	12.184	1041-1120	Second_combo	314
314-3-20	12.146	1041-1120	Second_combo	314
314-3-2	12.359	1041-1120	Second_combo	314
314-5-1	13.327	1041-1120	Second_combo	314
314-4-8	12.563	1041-1120	Second_combo	314
314-4-10	12.44	1041-1120	Second_combo	314
314-5-47	11.744	1041-1120	Second_combo	314
314-4-37	12.024	1041-1120	Second_combo	314
314-4-44	13.002	1041-1120	Second_combo	314
314-5-29	11.558	1041-1120	Second_combo	314
314-3-10	12.178	1041-1120	Second_combo	314
314-3-11	13.116	1041-1120	Second_combo	314
314-3-3	11.082	1041-1120	Second_combo	314
314-4-34	11.685	1041-1120	Second_combo	314
314-4-4	12.139	1041-1120	Second_combo	314
314-4-6	11.477	1041-1120	Second_combo	314
314-4-42	12.252	1041-1120	Second_combo	314
314-3-1	12.49	1041-1120	Second_combo	314
315-1-23	15.65	1121-1200	Second_combo	315
315-1-8	15.39	1121-1200	Second_combo	315
315-1-21	15.501	1121-1200	Second_combo	315
315-2-20	15.43	1121-1200	Second_combo	315
315-2-15	15.67	1121-1200	Second_combo	315
315-1-7	16.025	1121-1200	Second_combo	315
315-2-23	15.702	1121-1200	Second_combo	315
315-3-23	15.641	1121-1200	Second_combo	315
315-2-45	15.874	1121-1200	Second_combo	315
315-1-20	16.424	1121-1200	Second_combo	315
315-1-44	16.428	1121-1200	Second_combo	315
315-2-16	15.393	1121-1200	Second_combo	315
315-3-45	17.101	1121-1200	Second_combo	315
315-2-37	16.578	1121-1200	Second_combo	315
315-1-3	15.526	1121-1200	Second_combo	315
315-2-48	15.858	1121-1200	Second_combo	315
315-3-7	16.586	1121-1200	Second_combo	315
315-3-46	16.063	1121-1200	Second_combo	315
315-2-1	17.187	1121-1200	Second_combo	315
315-2-10	17.812	1121-1200	Second_combo	315
315-1-14	16.033	1121-1200	Second_combo	315
315-2-26	17.843	1121-1200	Second_combo	315
315-3-14	14.931	1121-1200	Second_combo	315
315-3-41	15.274	1121-1200	Second_combo	315
315-2-38	17.168	1121-1200	Second_combo	315
315-4-29	16.157	1121-1200	Second_combo	315
315-4-30	16.226	1121-1200	Second_combo	315
315-3-49	15.439	1121-1200	Second_combo	315
315-1-28	16.07	1121-1200	Second_combo	315
315-4-4	14.988	1121-1200	Second_combo	315
315-3-27	16.24	1121-1200	Second_combo	315
315-3-9	15.845	1121-1200	Second_combo	315
315-3-37	15.832	1121-1200	Second_combo	315
315-3-39	16.225	1121-1200	Second_combo	315
315-4-21	15.151	1121-1200	Second_combo	315
315-2-36	16.208	1121-1200	Second_combo	315
315-4-27	16.105	1121-1200	Second_combo	315
315-3-15	15.631	1121-1200	Second_combo	315
315-3-16	15.937	1121-1200	Second_combo	315
315-5-15	16.04	1121-1200	Second_combo	315
315-4-34	15.499	1121-1200	Second_combo	315
315-5-19	16.088	1121-1200	Second_combo	315
315-5-20	15.028	1121-1200	Second_combo	315
315-5-24	16.013	1121-1200	Second_combo	315
315-5-25	15.267	1121-1200	Second_combo	315
315-4-11	16.425	1121-1200	Second_combo	315
315-5-41	15.534	1121-1200	Second_combo	315
315-5-7	15.371	1121-1200	Second_combo	315
315-3-4	14.544	1121-1200	Second_combo	315
315-4-6	16.03	1121-1200	Second_combo	315
316-1-1	15.609	1121-1200	Second_combo	316
316-1-10	15.959	1121-1200	Second_combo	316
316-1-11	16.87	1121-1200	Second_combo	316
316-1-14	16.531	1121-1200	Second_combo	316
316-1-15	16.005	1121-1200	Second_combo	316
316-1-19	16.331	1121-1200	Second_combo	316
316-1-2	16.018	1121-1200	Second_combo	316
316-1-21	14.954	1121-1200	Second_combo	316
315-4-45	16.273	1121-1200	Second_combo	315
316-1-3	15.288	1121-1200	Second_combo	316
316-1-37	14.834	1121-1200	Second_combo	316
316-1-38	14.864	1121-1200	Second_combo	316
316-1-40	15.629	1121-1200	Second_combo	316
316-1-43	15.293	1121-1200	Second_combo	316
316-1-45	14.815	1121-1200	Second_combo	316
316-1-48	15.531	1121-1200	Second_combo	316
316-1-49	15.696	1121-1200	Second_combo	316
316-1-5	14.972	1121-1200	Second_combo	316
316-1-7	15.854	1121-1200	Second_combo	316
316-1-9	15.017	1121-1200	Second_combo	316
316-2-1	15.752	1121-1200	Second_combo	316
316-1-28	15.245	1121-1200	Second_combo	316
315-1-36	15.711	1121-1200	Second_combo	315
315-4-48	16.063	1121-1200	Second_combo	315
315-1-38	15.465	1121-1200	Second_combo	315
315-1-39	14.39	1121-1200	Second_combo	315
315-1-42	15.23	1121-1200	Second_combo	315
315-1-43	15.923	1121-1200	Second_combo	315
316-3-2	18.778	1201-1280	Second_combo	316
316-3-40	19.162	1201-1280	Second_combo	316
316-5-32	18.073	1201-1280	Second_combo	316
320-3-18	19.769	1201-1280	Second_combo	320
320-3-2	19.286	1201-1280	Second_combo	320
316-4-13	18.886	1201-1280	Second_combo	316
316-2-41	19.634	1201-1280	Second_combo	316
316-2-9	19.057	1201-1280	Second_combo	316
316-3-12	19.182	1201-1280	Second_combo	316
320-2-23	18.327	1201-1280	Second_combo	320
316-5-22	17.921	1201-1280	Second_combo	316
316-3-19	19.767	1201-1280	Second_combo	316
316-3-28	18.784	1201-1280	Second_combo	316
320-1-6	19.213	1201-1280	Second_combo	320
320-1-8	19.521	1201-1280	Second_combo	320
320-2-31	18.612	1201-1280	Second_combo	320
316-4-1	17.634	1201-1280	Second_combo	316
314	18.635	1201-1280	Second_combo	314
316-4-30	19.236	1201-1280	Second_combo	316
316-4-34	18.739	1201-1280	Second_combo	316
320-2-48	18.087	1201-1280	Second_combo	320
316-4-37	17.358	1201-1280	Second_combo	316
320-3-12	20.525	1201-1280	Second_combo	320
320-2-29	19.331	1201-1280	Second_combo	320
320-3-22	20.828	1201-1280	Second_combo	320
320-3-25	19.63	1201-1280	Second_combo	320
320-2-4	18.331	1201-1280	Second_combo	320
316-2-8	18.738	1201-1280	Second_combo	316
320-2-46	18.202	1201-1280	Second_combo	320
316-2-15	19.253	1201-1280	Second_combo	316
320-2-15	18.979	1201-1280	Second_combo	320
320-2-17	17.917	1201-1280	Second_combo	320
316-4-25	18.569	1201-1280	Second_combo	316
320-1-2	19.138	1201-1280	Second_combo	320
316-2-37	18.537	1201-1280	Second_combo	316
320-1-21	18.421	1201-1280	Second_combo	320
316-4-5	17.74	1201-1280	Second_combo	316
316-2-46	17.787	1201-1280	Second_combo	316
316-4-8	18.855	1201-1280	Second_combo	316
316-5-30	18.859	1201-1280	Second_combo	316
316-3-8	18.514	1201-1280	Second_combo	316
320-1-46	18.65	1201-1280	Second_combo	320
316-4-11	19.495	1201-1280	Second_combo	316
320-2-11	19.946	1201-1280	Second_combo	320
320-2-8	18.105	1201-1280	Second_combo	320
316-4-15	17.399	1201-1280	Second_combo	316
316-3-25	18.863	1201-1280	Second_combo	316
320-2-21	18.975	1201-1280	Second_combo	320
316-3-23	18.74	1201-1280	Second_combo	316
320-2-22	18.837	1201-1280	Second_combo	320
316-3-30	18.19	1201-1280	Second_combo	316
320-1-30	18.663	1201-1280	Second_combo	320
316-3-46	20.129	1201-1280	Second_combo	316
320-3-23	18.84	1201-1280	Second_combo	320
320-2-34	18.346	1201-1280	Second_combo	320
